book,qIndex,content_after,options_after,correct_BEFORE,correct_AFTER,ca_before_raw,ca_after_raw,explanation_after,fix_reason,issue,verdict_KEEP_or_REVERT
exodus_quiz.json,136,KIỂU 2 distinguish Ex 28:17-21 vs Khải Huyền 21:19-20 — bảng đeo ngực 12 viên đá quý vs nền Giê-ru-sa-lem mới 12 nền đá quý — đặc điểm nào CHUNG? (chọn tất cả đúng),"[0] Cả hai đều có 12 viên đá quý (xét trong văn cảnh) | [1] Cả hai đều liên kết với con số 12, biểu trưng cho dân sự Đức Chúa Trời (12 chi phái trong Xuất Ê-díp-tô Ký; 12 sứ đồ và 12 chi phái trong Khải Huyền 21:12-14). | [2] Cả hai có một số tên đá giống nhau (carbuncle, sapphire, beryl, etc.) | [3] Cả hai đều dùng cho thầy tế lễ thượng phẩm Y-sơ-ra-ên (Khải 21 không phải)","[0] Cả hai đều có 12 viên đá quý (xét trong văn cảnh) | [1] Cả hai biểu trưng cho 12 chi phái Y-sơ-ra-ên (Ex 28) / 12 sứ đồ (Khải 21) | [2] Cả hai có một số tên đá giống nhau (carbuncle, sapphire, beryl, etc.)","[0] Cả hai đều có 12 viên đá quý (xét trong văn cảnh) | [2] Cả hai có một số tên đá giống nhau (carbuncle, sapphire, beryl, etc.)","[0, 1, 2]","[0, 2]","Xuất 28:17-21 (12 đá quý trên bảng ngực, mỗi đá khắc tên 1 chi phái) và Khải Huyền 21:19-20 (12 nền đá quý của thành Giê-ru-sa-lem mới) đều có 12 viên đá quý và một số tên đá trùng nhau. Tuy nhiên, trong Khải Huyền 21, tên 12 sứ đồ được viết trên 12 nền (c.14), còn tên 12 chi phái được viết trên 12 ",Phương án B trong bản gốc chứa thông tin không chính xác về mối liên hệ trực tiếp giữa 12 viên đá quý và 12 sứ đồ trong Khải Huyền 21. Cần sửa để phản ánh đúng văn bản Kinh Thánh.,"Phương án B: 'Cả hai biểu trưng cho 12 chi phái Y-sơ-ra-ên (Ex 28) / 12 sứ đồ (Khải 21)'. Điều này chỉ đúng một phần. Trong Khải Huyền 21:14, tên 12 sứ đồ được viết trên 12 nền của thành, còn 12 viên đá quý trên nền (câu 19-20) không khắc tên. Tên 12 chi phái Y-sơ-ra-ên được khắc trên 12 cổng thành ",
galatians_quiz.json,1,Trái của Thánh Linh bắt đầu bằng gì?,[0] Yêu thương | [1] Vui mừng | [2] Bình an | [3] Nhịn nhục,[2] Yêu thương,[0] Yêu thương,[2],[0],"Ga 5:22 - Trái Thánh Linh: yêu thương, vui mừng, bình an, nhịn nhục, nhân từ, hiền lành, trung tín, mềm mại, tiết độ.",Sắp xếp lại các lựa chọn theo đúng thứ tự trong Kinh Thánh Ga-la-ti 5:22 để tránh gây nhầm lẫn cho người học về thứ tự 'Trái Thánh Linh'.,"Đáp án đúng được chỉ định là index 2 (""Yêu thương"") là chính xác theo Kinh Thánh (Ga-la-ti 5:22). Tuy nhiên, thứ tự các lựa chọn trong câu hỏi không đúng với thứ tự trong Kinh Thánh. Kinh Thánh liệt kê ""yêu thương"" đầu tiên, nhưng trong options, ""Yêu thương"" lại đứng thứ 3 (index 2). Điều này có thể",
hosea_quiz.json,20,"Theo Ô-sê 1:9, Đức Chúa Trời đã truyền lệnh gì về tên của con trai Ô-sê là Lô-Am-mi?",[0] 'Ngươi là dân Ta' | [1] 'Các ngươi không phải là dân Ta' | [2] 'Ngươi sẽ bị tiêu diệt' | [3] 'Ngươi sẽ trở về Ai Cập',[0] 'Ngươi là dân Ta',[1] 'Các ngươi không phải là dân Ta',[0],[1],"Ô-sê 1:9 — 'Đức Giê-hô-va phán: Hãy đặt tên nó là Lô-Am-mi; vì các ngươi không phải là dân ta, và ta không làm Đức Chúa Trời các ngươi.' Lời hứa đảo ngược ('Ngươi là dân Ta') được tìm thấy trong Ô-sê 2:23 và được Phao-lô trích dẫn ý trong Rô-ma 9:25-26.",Câu hỏi gốc có lỗi thực tế: tham chiếu sai chương Kinh Thánh. Nội dung về Lô-Am-mi (Hosea 1:9) và lời hứa 'Ngươi là dân Ta' (Hosea 2:23) bị trộn lẫn. Cần sửa để tham chiếu chính xác và giải thích rõ ràng.,"Câu hỏi tham chiếu Ô-sê 2:23, nhưng câu Kinh Thánh đó nói về việc Đức Chúa Trời phán với 'Lô-Am-mi' là 'Ngươi là dân Ta'. Tuy nhiên, trong phần giải thích lại trích dẫn câu Kinh Thánh có cả 'Lô-Ru-ha-ma' và 'Lô-Am-mi', điều này dễ gây nhầm lẫn vì câu hỏi chỉ hỏi về 'Lô-Am-mi'. Hơn nữa, câu trích dẫn",
hosea_quiz.json,23,"Theo Ô-sê 6:6, những điều nào sau đây ĐỨC GIÊ-HÔ-VA phán? (chọn tất cả đúng)",[0] Ưa sự nhân từ hơn là của lễ | [1] Ưa sự nhận biết Đức Chúa Trời hơn là của lễ thiêu | [2] Không ưa của lễ (một cách tuyệt đối) | [3] Ưa lễ thiêu lớn,[0] Ưa sự nhân từ | [1] Không ưa của lễ | [2] Ưa sự nhận biết Đức Chúa Trời,[0] Ưa sự nhân từ hơn là của lễ | [1] Ưa sự nhận biết Đức Chúa Trời hơn là của lễ thiêu,"[0, 1, 2]","[0, 1]","Ô-sê 6:6 — 'Vì ta ưa sự nhân từ mà không ưa của lễ, ưa sự nhận biết Đức Chúa Trời hơn là ưa của lễ thiêu.' Câu Kinh Thánh sử dụng phép so sánh: Chúa ưa sự nhân từ hơn là của lễ, và ưa sự nhận biết Đức Chúa Trời hơn là của lễ thiêu. Các phương án đúng phải phản ánh chính xác sự so sánh này.","Câu hỏi gốc có phương án 'Không ưa của lễ' diễn đạt tuyệt đối hóa, không chính xác với ý so sánh 'ưa... hơn...' trong Kinh Thánh. Explanation cũng chứa thông tin không chính xác ('bốn điểm', 'lễ thiêu lớn... không ưa'). Cần sửa để bám sát văn bản và ý nghĩa.","Câu hỏi và explanation có sự mâu thuẫn về nội dung Kinh Thánh. Ô-sê 6:6 viết: 'Vì ta ưa sự nhân từ mà không ưa của lễ, ưa sự nhận biết Đức Chúa Trời hơn là ưa của lễ thiêu.' Điều này có nghĩa: Chúa ƯA sự nhân từ, KHÔNG ƯA của lễ (nói chung), ƯA sự nhận biết Đức Chúa Trời HƠN LÀ ƯA của lễ thiêu. Corr",
isaiah_quiz.json,42,"Theo Ê-sai 6:9-10, sứ điệp nghịch lý mà Đức Chúa Trời truyền cho Ê-sai phải nói với dân chúng là gì?","[0] 'Hãy đi nói cho dân nầy: Các ngươi NGHE THẬT mà CHẲNG HIỂU, THẤY thật mà CHẲNG NHẬN BIẾT — hãy LÀM CHO LÒNG dân nầy NẶNG NỀ' (sứ điệp công bố sự phán xét cứng lòng) | [1] Dân chúng sẽ lập tức ăn năn khi nghe sứ điệp. | [2] Dân chúng sẽ vui mừng đón nhận lời tiên tri. | [3] Dân chúng sẽ đứng lên chiến đấu chống kẻ thù.","[1] 'Hãy đi nói cho dân nầy: Các ngươi NGHE THẬT mà CHẲNG HIỂU, THẤY thật mà CHẲNG NHẬN BIẾT — hãy LÀM CHO LÒNG dân nầy NẶNG NỀ' (= phán xét cứng lòng)","[0] 'Hãy đi nói cho dân nầy: Các ngươi NGHE THẬT mà CHẲNG HIỂU, THẤY thật mà CHẲNG NHẬN BIẾT — hãy LÀM CHO LÒNG dân nầy NẶNG NỀ' (sứ điệp công bố sự phán xét cứng lòng)",[1],[0],"Ê-sai 6:9-10 ghi lại lệnh của Đức Chúa Trời: 'Hãy đi nói cho dân nầy: Các ngươi nghe thật, mà chẳng hiểu chi; thấy thật, mà chẳng nhận biết. Hãy làm cho lòng dân nầy nặng nề, làm cho tai nó nặng, và nhắm mắt nó lại, e rằng nó thấy bằng mắt, nghe bằng tai, hiểu bằng lòng, trở lại và được chữa lành ch",Sửa lỗi chỉ số 'correctAnswer' để phù hợp với quy ước chỉ số bắt đầu từ 0 (zero-based) và tối ưu hóa cách diễn đạt một option cho rõ ràng hơn.,"Trường 'correctAnswer' là [1], tức option thứ hai (nếu là 0-based). Option thứ hai chứa nội dung đúng với Kinh Thánh. Cần đảm bảo nhất quán với quy ước chỉ số.",
isaiah_quiz.json,73,"Theo Ê-sai 44:28, Đức Chúa Trời TIÊN BÁO cụ thể vua Si-ru sẽ làm gì cho Giê-ru-sa-lem và đền thờ?","[0] Si-ru là người chăn chiên của Đức Chúa Trời, sẽ làm trọn ý muốn Ngài, và sẽ truyền lệnh xây dựng lại Giê-ru-sa-lem cùng nền đền thờ. | [1] Phá hủy đền thờ Giê-ru-sa-lem. | [2] Chỉ cho phép một nửa số dân lưu đày trở về. | [3] Đem dân Y-sơ-ra-ên về Babylon làm phu tù.",[2] Si-ru = NGƯỜI CHĂN CHIÊN ta; người sẽ LÀM TRỌN MỌI Ý TA. Người sẽ PHÁN cùng Giê-ru-sa-lem rằng: 'Ngươi sẽ ĐƯỢC XÂY LẠI'; và phán cùng đền thờ: 'NỀN ngươi sẽ BỊ ĐẶT',"[0] Si-ru là người chăn chiên của Đức Chúa Trời, sẽ làm trọn ý muốn Ngài, và sẽ truyền lệnh xây dựng lại Giê-ru-sa-lem cùng nền đền thờ.",[2],[0],"Ê-sai 44:28 — 'Phán về Si-ru rằng: Nó là người chăn chiên của ta; nó sẽ làm nên mọi sự ta đẹp lòng; lại cũng sẽ nói về Giê-ru-sa-lem rằng: Nó sẽ được lập lại, và nói về đền thờ rằng: Nền ngươi sẽ lại được lập'. Tiên tri này được phán khoảng 150 năm trước khi xảy ra. Lời tiên tri ứng nghiệm khi Si-ru",Sửa lỗi nội dung Kinh Thánh trong đáp án và điều chỉnh cấu trúc để đáp án đúng khớp với nội dung chính xác.,Lỗi nội dung Kinh Thánh nghiêm trọng trong đáp án 3. Đáp án viết: 'Si-ru = NGƯỜI CHĂN CHIÊN ta; người sẽ LÀM TRỌN MỌI Ý TA. Người sẽ PHÁN cùng Giê-ru-sa-lem rằng: 'Ngươi sẽ ĐƯỢC XÂY LẠI'; và phán cùng đền thờ: 'NỀN ngươi sẽ BỊ ĐẶT''. Cụm 'BỊ ĐẶT' là sai và gây hiểu nhầm (nghe như bị phá hủy). Kinh T,
isaiah_quiz.json,80,"Lời tiên tri trong Ê-sai 45:23 về 'mọi đầu gối quỳ xuống, mọi lưỡi thề' được Sứ đồ Phao-lô trích dẫn ở đâu trong Tân Ước và áp dụng cho ai?",[0] Cô-lô-se 1; áp dụng cho Đức Chúa Cha (trong bối cảnh của phân đoạn) | [1] 1 Ti-mô-thê 3; áp dụng cho Hội thánh (theo cách trình bày của văn bản) | [2] Phi-líp 2:10-11; áp dụng cho Đấng Christ (Chúa Jêsus) | [3] Hê-bơ-rơ 1; áp dụng cho các thiên sứ (như được mô tả trong sách),"[2] PHI-LÍP 2:10-11 — 'hầu cho NHÂN DANH ĐỨC CHÚA JÊSUS, MỌI ĐẦU GỐI trên trời + dưới đất + bên dưới đất phải QUỲ XUỐNG, và MỌI LƯỠI thảy đều XƯNG Jêsus Christ là CHÚA' — áp dụng cho CHRIST",2,[2],2,"Phi-líp 2:10-11 — 'Hầu cho nhân danh Đức Chúa Jêsus, mọi đầu gối trên trời, dưới đất, bên dưới đất, thảy đều quì xuống, và mọi lưỡi thảy đều xưng Jêsus Christ là Chúa, mà tôn vinh Đức Chúa Trời, là Đức Chúa Cha'. Phao-lô trích dẫn Ê-sai 45:22-23 — trong bản gốc, lời này Đức Giê-hô-va phán về chính N","Sửa lỗi chính tả và định dạng trong trường 'content' và 'options' để câu hỏi rõ ràng, chuyên nghiệp hơn. Điều chỉnh 'correctAnswer' từ mảng [2] thành số 2 để phù hợp với kiểu dữ liệu single choice. Sửa lỗi viết hoa không nhất quán trong 'explanation'.","Trong trường 'correctAnswer', giá trị [2] không khớp với chỉ số mảng options (0-based). Options có 4 phần tử (0,1,2,3). Đáp án đúng theo explanation là 'PHI-LÍP 2:10-11...', tương ứng với index 2, nhưng trong mảng options, index 2 là 'PHI-LÍP 2:10-11 — ...'. Tuy nhiên, cần kiểm tra lại vì có thể có ",
jeremiah_quiz.json,23,"Theo Giê-rê-mi 39:1-2, năm thứ NÀO của Sê-đê-kia + tháng NÀO + ngày NÀO thì thành Giê-ru-sa-lem bị PHÁ?","[0] Năm 5, tháng 1, ngày 1 (xét trong văn cảnh) | [1] Năm 7, tháng 5, ngày 7 (theo cách trình bày của text) | [2] Năm thứ 9 đời Sê-đê-kia, tháng 10, bắt đầu vây; năm thứ 11, tháng 4, ngày 9, thành bị phá | [3] Năm 15, tháng 8, ngày 15 (như được mô tả trong sách)","[3] Năm 15, tháng 8, ngày 15 (như được mô tả trong sách)","[2] Năm thứ 9 đời Sê-đê-kia, tháng 10, bắt đầu vây; năm thứ 11, tháng 4, ngày 9, thành bị phá",[3],[2],"Giê-rê-mi 39:1-2 — 'Năm thứ chín đời Sê-đê-kia, vua Giu-đa, tháng mười, Nê-bu-cát-nết-sa, vua Ba-by-lôn, đem cả đạo binh mình đến vây thành Giê-ru-sa-lem. Năm thứ mười một đời Sê-đê-kia, tháng tư, ngày mồng chín, thành bị phá.' Kinh Thánh chỉ ghi tháng bắt đầu vây (tháng 10), không ghi ngày cụ thể. ",Đáp án đúng (option 2) chứa thông tin không có trong Kinh Thánh ('ngày 10'). Cần sửa để chính xác với Giê-rê-mi 39:1-2.,"Đáp án đúng (option 2) ghi: 'Năm 9, tháng 10, ngày 10 — bắt đầu vây; năm 11, tháng 4, ngày 9 — thành PHÁ'. Điều này SAI với Kinh Thánh. Giê-rê-mi 39:1-2 ghi rõ: 'Năm thứ chín... tháng mười... vây thành... Năm thứ mười một... tháng tư, ngày mồng chín, thành bị phá.' Không có 'ngày 10' nào trong câu K",
luke_quiz.json,61,"Theo Lu-ca 10:1 (Bản Dịch 2011), Chúa Jêsus sai bao nhiêu môn đồ đi từng đôi một để đi trước Ngài?",[0] 12 | [1] 70 | [2] 72 | [3] 120,[1] 70,[2] 72,[1],[2],"Lu-ca 10:1 (Bản Dịch 2011) chép: 'Sau đó, Chúa chỉ định bảy mươi hai môn đồ khác, và sai từng đôi đi trước Ngài đến các thành phố, các nơi mà chính Ngài sẽ đến.'",Câu hỏi gốc chứa lỗi nội dung và cấu trúc do sự khác biệt về bản thảo (70 vs 72). Cần sửa để phù hợp với bản dịch Tin Lành phổ biến (2011) và đảm bảo tính chính xác.,"Lỗi nội dung Kinh Thánh. Lu-ca 10:1 ghi Chúa sai 'bảy mươi' (70) môn đồ, nhưng trong nhiều bản dịch (bao gồm Bản Dịch Truyền Thống - Vietnamese Bible) và một số bản thảo cổ, con số là 'bảy mươi hai' (72). Đây là một điểm khác biệt trong các bản thảo. Tuy nhiên, câu hỏi yêu cầu kiểm tra theo 'Kinh Th",
matthew_quiz.json,10,"Trong Ma-thi-ơ 5:13-14, Chúa Giê-su dùng những hình ảnh nào để mô tả các môn đồ?",[0] Ánh sáng của thế gian | [1] Muối của đất | [2] Cả hai hình ảnh trên,[3] Cả ba câu trên,[2] Cả hai hình ảnh trên,[3],[2],"Kinh Thánh ghi: ""Các ngươi là muối của đất... Các ngươi là sự sáng của thế gian"" (Ma-thi-ơ 5:13-14).",Đáp án gốc chứa thông tin sai Kinh Thánh ('Men của bột' không có trong Ma-thi-ơ 5) và câu hỏi không khớp với phạm vi câu trả lời.,"Câu hỏi hỏi 'các môn đồ là gì của thế gian?', nhưng đáp án đúng (3) là 'Cả ba câu trên' bao gồm 'Muối của đất' (của đất, không phải của thế gian) và 'Men của bột' (không có trong Ma-thi-ơ 5:13-14). Ma-thi-ơ 5:14 chỉ nói 'Các ngươi là sự sáng của thế gian'.",
matthew_quiz.json,13,"Trong Ma-thi-ơ 8:26, Chúa Giê-su quở trách điều gì?",[0] Gió và biển | [1] Các môn đồ | [2] Sóng biển | [3] Cả gió biển và các môn đồ,[2] Cả ba câu trên,[0] Gió và biển,[2],[0],"Kinh Thánh ghi: ""Ngài bèn đứng dậy, quở gió và biển, thì liền yên lặng như tờ"" (Ma-thi-ơ 8:26).",Câu hỏi gốc có mâu thuẫn: hỏi 'quở trách ai?' nhưng đáp án đúng trong Kinh Thánh là 'gió và biển' (sự vật). Cần sửa câu hỏi và các lựa chọn để phản ánh chính xác nội dung Ma-thi-ơ 8:26.,"Câu hỏi hỏi 'Chúa Giê-su quở trách ai?' nhưng giải thích trích dẫn Ngài 'quở gió và biển'. Điều này mâu thuẫn: đối tượng bị quở là 'gió và biển' (sự vật), không phải 'ai' (người). Tuy nhiên, trong ngữ cảnh, các môn đồ cũng bị khiển trách vì thiếu đức tin (xem câu 26). Đáp án đúng (2) 'Cả ba câu trên",
matthew_quiz.json,14,"Trong Ma-thi-ơ 9:6, Chúa Giê-su nói Con người có quyền gì trên đất?",[0] Tha tội | [1] Chữa bệnh | [2] Cả quyền tha tội và chữa bệnh | [3] Xét đoán,[1] Cả hai câu trên,[0] Tha tội,[1],[0],"Kinh Thánh ghi: ""Vả, để các ngươi biết Con người ở dưới đất có quyền tha tội"" (Ma-thi-ơ 9:6). Chữa bệnh là dấu lạ Ngài làm để chứng minh quyền này.","Tùy chọn 'Cả hai câu trên' là sai vì câu Kinh Thánh chỉ nêu rõ quyền tha tội. 'Chữa bệnh' là dấu hiệu chứng minh, không phải quyền được tuyên bố trong câu đó.","Tùy chọn 'Cả hai câu trên' (index 1) chỉ tham chiếu đến hai tùy chọn, nhưng chỉ có tùy chọn 0 ('Tha tội') và 3 ('Chữa bệnh') là có thể. Tuy nhiên, câu hỏi hỏi 'có quyền gì' và Kinh Thánh chỉ nói rõ 'quyền tha tội'. 'Chữa bệnh' là hành động Ngài làm để chứng minh quyền đó, không phải là quyền được nê",
matthew_quiz.json,15,Chúa Giê-su nói đừng sợ ai có thể giết thân thể mà không giết được linh hồn?,[0] Kẻ giết thân thể | [1] Kẻ bắt bớ | [2] Kẻ thù | [3] Kẻ ác,[3] Cả ba câu trên,[0] Kẻ giết thân thể,[3],[0],"Kinh Thánh ghi: ""Đừng sợ kẻ giết thân thể mà không thể giết linh hồn"" (Ma-thi-ơ 10:28).","Câu hỏi gốc không sai nhưng các lựa chọn trả lời diễn đạt chung chung, không sát với nguyên văn Kinh Thánh. Sửa để một lựa chọn khớp với từ ngữ trong câu Kinh Thánh, giúp câu hỏi rõ ràng và chính xác hơn.","Tất cả các tùy chọn (0: 'Kẻ bắt bớ', 1: 'Kẻ thù', 2: 'Kẻ ác', 3: 'Cả ba câu trên') đều là cách diễn đạt chung chung, không sai về mặt Kinh Thánh vì câu 28 nói 'kẻ giết thân thể'. Tuy nhiên, việc sử dụng 'Cả ba câu trên' khi các tùy chọn trước không rõ ràng phân biệt có thể gây khó hiểu.",
matthew_quiz.json,18,Chúa Giê-su nói sẽ xây Hội thánh Ngài trên điều gì?,[0] Đá (nền tảng là lời tuyên xưng của Phi-e-rơ) | [1] Chính Phi-e-rơ (con người) | [2] Lời Chúa (Kinh Thánh) | [3] Đức tin nói chung,[3] Đá,[0] Đá (nền tảng là lời tuyên xưng của Phi-e-rơ),[3],[0],"Kinh Thánh ghi: ""Ta sẽ xây Hội thánh ta trên đá nầy"" (Ma-thi-ơ 16:18). 'Đá' ở đây thường được hiểu là nền tảng là lời tuyên xưng của Phi-e-rơ về Đấng Christ.",Tùy chọn 'Cả ba câu trên' gây nhập nhằng và không phù hợp với câu hỏi single-choice. Cần sửa các lựa chọn để rõ ràng và chính xác theo Kinh Thánh.,"Tùy chọn 'Cả ba câu trên' (index 1) bao gồm 'Lời Chúa', 'Đức tin', 'Đá'. Tuy nhiên, theo giải thích, 'đá' ở đây ám chỉ lời tuyên xưng của Phi-e-rơ (liên quan đến đức tin và lời tuyên xưng về Chúa). Các tùy chọn này có thể chồng lấn ý nghĩa, nhưng không hẳn là sai. Cấu trúc này có thể khiến người đọc",
matthew_quiz.json,112,"Sau khi Chúa Jêsus nuôi 5,000 người (Ma-thi-ơ 14) rồi 4,000 người (Ma-thi-ơ 15), số giỏ thức ăn dư còn lại lần lượt là bao nhiêu?",[0] 12 giỏ và 7 giỏ | [1] 7 giỏ và 12 giỏ | [2] 5 giỏ và 4 giỏ | [3] 12 giỏ và 5 giỏ,[1] 12 giỏ và 7 giỏ,[0] 12 giỏ và 7 giỏ,[1],[0],"Ma-thi-ơ 14:20 — '12 giỏ' (kophinos) sau phép lạ 5,000 người. Ma-thi-ơ 15:37 — '7 giỏ' (spuridas, giỏ lớn hơn) sau phép lạ 4,000 người. Hai từ Hy Lạp khác nhau cho hai loại giỏ. Thứ tự là 12 giỏ (cho 5,000) rồi 7 giỏ (cho 4,000).","Đáp án đúng trong JSON gốc (index 1: '12 giỏ và 7 giỏ') bị sai thứ tự so với câu hỏi. Câu hỏi hỏi 'lần lượt' theo trình tự sự kiện (5,000 người trước, 4,000 người sau), nên đáp án đúng phải là '12 giỏ và 7 giỏ'. Tuy nhiên, trong options gốc, option tại index 1 lại là '12 giỏ và 7 giỏ' (đúng), nhưng correctAnswer lại được đặt là [1] (tức index 1), điều này KHÔNG sai. Phân tích kỹ cho thấy issue báo cáng nhầm: correctAnswer [1] thực tế trỏ đến '12 giỏ và 7 giỏ', là đáp án đúng. Vấn đề thực sự là option tại index 0 ('7 giỏ và 12 giỏ') dễ gây nhầm lẫn thứ tự. Cần đảo vị trí các option để đáp án đúng (12 & 7) nằm ở vị trí đầu tiên (index 0), giúp người đọc dễ chọn hơn và tránh hiểu lầm.","Đáp án đúng được đánh dấu là [1] tương ứng với '12 giỏ và 7 giỏ'. Tuy nhiên, theo Kinh Thánh (Ma-thi-ơ 14:20 và 15:37), thứ tự là: 5,000 người -> 12 giỏ; 4,000 người -> 7 giỏ. Câu hỏi hỏi 'số giỏ thức ăn dư còn lại lần lượt là bao nhiêu?' (theo thứ tự sự kiện). Do đó, đáp án [1] '12 giỏ và 7 giỏ' là",
philemon_quiz.json,15,"Trong Phi-lê-môn 1:23-24, ai trong số những người sau đây cùng gửi lời chào Phi-lê-môn với Phao-lô? (chọn tất cả đúng)",[0] Ê-pháp-ra | [1] A-bô-lô | [2] Mác | [3] A-ri-tạc | [4] Đê-ma | [5] Lu-ca,[0] Ê-pháp-ra | [2] Mác | [3] Lu-ca,[0] Ê-pháp-ra | [2] Mác | [3] A-ri-tạc | [4] Đê-ma | [5] Lu-ca,"[0, 2, 3]","[0, 2, 3, 4, 5]","Phi-lê-môn 1:23-24 — 'Ê-pháp-ra, là bạn đồng tù trong Đức Chúa Jêsus Christ, có lời thăm anh, Mác, A-ri-tạc, Đê-ma và Lu-ca, cùng là bạn cùng công việc với tôi cũng vậy.' Vậy, Ê-pháp-ra, Mác, A-ri-tạc, Đê-ma và Lu-ca đều gửi lời chào. A-bô-lô không có trong danh sách này.",Đáp án và lựa chọn hiện tại không khớp với danh sách đầy đủ trong Kinh Thánh (Phi-lê-môn 1:23-24). Cần bổ sung các nhân vật còn thiếu và cập nhật đáp án cho chính xác.,"Đáp án đúng được cung cấp là [0, 2, 3] tương ứng với 'Ê-pháp-ra', 'Mác', 'Lu-ca'. Tuy nhiên, theo Phi-lê-môn 1:23-24, danh sách đầy đủ là Ê-pháp-ra, Mác, A-ri-tạc, Đê-ma, Lu-ca. Đáp án thiếu 'A-ri-tạc' và 'Đê-ma'. Câu hỏi yêu cầu chọn tất cả đúng, vì vậy đáp án hiện tại là không đầy đủ.",
proverbs_quiz.json,5,"Châm ngôn 27:17 nói: ""Sắt mài sắt cho bén. Cũng vậy, ___ mài diện mạo bạn hữu mình.""",[0] người ta | [1] tâm lòng | [2] lời nói | [3] mặt,[1] Người này làm cho người kia bén,[0] người ta,[1],[0],"Châm 27:17 - Sắt mài sắt cho bén, cũng vậy, người ta mài diện mạo bạn hữu mình. Câu này dạy về sự tương tác giữa những người bạn chân thành giúp nhau trưởng thành và sắc bén hơn.",Câu hỏi và lựa chọn không khớp nguyên văn Kinh Thánh tiếng Việt phổ biến (KTHD 1926). Cần sửa để chính xác hơn.,"Câu hỏi trích dẫn Châm Ngôn 27:17 nhưng phần điền vào chỗ trống và các lựa chọn không khớp chính xác với nguyên văn Kinh Thánh tiếng Việt phổ biến. Nguyên văn (KTHD 1926) là: ""Sắt mài sắt cho bén; Cũng vậy, người ta mài diện mạo bạn hữu mình."" Lựa chọn đúng (index 1: ""Người này làm cho người kia bén",
psalms_quiz.json,1,"Trong Thi Thiên 23, khi đi qua trũng bóng chết, tác giả không sợ vì gì?",[0] Vì có gậy và cây trượng | [1] Vì có ánh sáng | [2] Vì có bạn bè | [3] Vì có Đức Chúa Trời ở cùng,[0] Vì có gậy và cây trượng,[3] Vì có Đức Chúa Trời ở cùng,[0],[3],"Kinh Thánh ghi: ""Dầu khi tôi đi trong trũng bóng chết, tôi sẽ chẳng sợ tai họa nào; vì Chúa ở cùng tôi"" (Thi 23:4).",Đáp án đúng hiện tại (index 0) không phải là lý do chính xác nhất theo Kinh Thánh. Lý do chính là 'vì Chúa ở cùng tôi' (Thi 23:4).,"Đáp án đúng (index 0) là ""Vì có gậy và cây trượng"", nhưng câu Kinh Thánh Thi 23:4 nói: ""Dầu khi tôi đi trong trũng bóng chết, tôi sẽ chẳng sợ tai họa nào; vì Chúa ở cùng tôi; Cây trượng và cây gậy của Chúa an ủi tôi."" Lý do chính là ""vì Chúa ở cùng tôi"". Đáp án ""Vì có Đức Chúa Trời ở cùng"" (index 3)",
psalms_quiz.json,56,Thi Thiên ngắn nhất là chương nào?,[0] Thi Thiên 100 | [1] Thi Thiên 117 | [2] Thi Thiên 23 | [3] Thi Thiên 1,[1] Thi Thiên 117,[Thi Thiên 117] <out-of-range>,[1],"[""Thi Thiên 117""]",Thi Thiên 117 chỉ có hai câu — đây là chương ngắn nhất trong Kinh Thánh và cũng là chương giữa Kinh Thánh.,"Trường 'verseStart' không phù hợp vì câu hỏi kiểm tra kiến thức về cấu trúc sách, không phải nội dung một câu cụ thể. Cần điều chỉnh các trường tham chiếu cho chính xác.","Câu hỏi hỏi 'Thi Thiên ngắn nhất là chương nào?' nhưng không cung cấp trích dẫn câu Kinh Thánh cụ thể (verseStart: 1 không phù hợp vì nội dung câu hỏi không liên quan đến câu 1 của chương 117). Đây là câu hỏi kiến thức về cấu trúc sách, không phải câu hỏi về nội dung một câu Kinh Thánh cụ thể. Trườn",
revelation_quiz.json,0,"Trong Khải Huyền 1:8, Chúa phán ""Ta là An-pha và Ô-mê-ga"". Điều này có nghĩa gì?",[0] Khởi nguyên và kết thúc | [1] Đầu tiên và cuối cùng | [2] Đấng Tự Hữu Hằng Hữu | [3] A và Z (cách diễn đạt tương đương trong tiếng Anh/Latin),[2] Tất cả các ý trên,[0] Khởi nguyên và kết thúc,[2],[0],"An-pha và Ô-mê-ga là chữ cái đầu và cuối của bảng chữ cái Hy Lạp, có nghĩa là ""khởi nguyên và kết thúc"" hoặc ""đầu tiên và cuối cùng"", khẳng định Chúa là Đấng Hằng Hữu, Tối Cao và Vĩnh Cửu.",Lựa chọn đúng (correctAnswer) hiện tại là 'Tất cả các ý trên' không chính xác về mặt logic vì các phương án khác không thực sự khác biệt mà là các cách diễn đạt tương đương của cùng một ý nghĩa.,"correctAnswer chỉ mục 2 (""Tất cả các ý trên"") nhưng option 2 không phải là tổng hợp chính xác của các option khác. Option 0 và 1 là đồng nghĩa, option 3 (""A và Z"") là cách diễn đạt khác. Vì vậy, ""Tất cả các ý trên"" là không chính xác về logic.",
